Attribute Name,Attribute ID,Description,Attribute Type,Required,Numeric Values,From Range,To Range,Increment,Category ID
Tuning fork frequency,2589,"Specifies the frequency of a tuning fork, such as 128 Hz or 256 Hz",text,No,0,,,,bi-19-4-3-3
Compatible patient profile,2590,"Identifies the suitable patient group for a medical product, such as pediatric or geriatric",text,No,0,,,,bi-19-5-6-3
Stretcher/Gurney intended use,2591,"Identifies the specific purpose of medical stretchers or gurneys, such as ambulance or MRI",text,No,0,,,,bi-19-4-4-4
Equipment operation,2215,"Describes how a piece of medical equipment operates, such as manual or powered",text,No,0,,,,bi-19-4-6-4
Stethoscope design,2593,"Describes the type of stethoscope, such as dual-head or single-head",text,No,0,,,,bi-19-4-7-1
Stethoscope technology,2594,"Identifies the type of technology used in stethoscopes, such as electronic or acoustic",text,No,0,,,,bi-19-4-7-1
Chiropractic table design,2596,"Describes the functional features of a chiropractic table, such as drop or elevation",text,No,0,,,,bi-19-5-1-4
Cart design,2597,"Describes the layout or structure of a medical cart, such as double-hook or with base",text,No,0,,,,bi-19-5-5-2
Product sterility,1566,Indicates if a product is sterile for health and safety,text,No,0,,,,hb-1-8-6
Scalpel blade material,1388,"Identifies the composition of scalpel blades, such as stainless steel or titanium",text,No,0,,,,bi-19-6-3
Scalpel blade number,2599,"Identifies the specific number or type of scalpel blade, such as 10 or 15A",text,No,0,,,,bi-19-6-3
Scalpel blade shape,3053,"Describes the form of scalpel blade, such as curved or straight",text,No,0,,,,bi-19-6-3
Scalpel handle number,2600,"Identifies the specific handle number for scalpels, such as 4 or 3L",text,No,0,,,,bi-19-6-3
Disposable glove features,3054,"Identifies special characteristics of disposable gloves, like long cuff or powder-free",text,No,0,,,,bi-19-7-1
Medical syringe purpose,2601,"Identifies the intended use of a medical syringe, such as for injection or irrigation",text,No,0,,,,bi-19-7-3-3
Needle gauge,2602,"Indicates the thickness of needles used in medical or tattooing practices, like 18 or 22",text,No,0,,,,bi-21-2-4-4
Needle housing material,2956,"Identifies the material of the needle housing, such as plastic or stainless steel",text,No,0,,,,bi-19-7-3-3
Tip design,2603,"Specifies the type of tip on medical needles and syringes, such as luer lock or slip tip",text,No,0,,,,bi-19-7-3-3
Drilling method,2604,"Identifies the technique used in drilling machinery, like rotary or percussion",text,No,0,,,,bi-20-1-2
Drilling rig orientation,2605,"Identifies the direction of drilling by a rig, such as horizontal or vertical",text,No,0,,,,bi-20-1-2
Needle material,1545,"Specifies the composition of needles, typically in acupuncture; e.g. stainless steel, gold-plated",text,No,0,,,,sg-4-6-5-19
Currencies supported,1791,"Identifies the types of currency accepted by a product, e.g. Canadian Dollar (CAD), Chinese Yuan (CNY)",text,No,0,,,,bi-22-4-1
Verification technology,2607,"Identifies the technology used in banknote verifiers, such as magnetic or infrared",text,No,0,,,,bi-22-4-1
Pad display profile,2608,"Describes the color display of signature capture pads, such as monochrome or color",text,No,0,,,,bi-22-4-2-3
Terminal operation,2609,"Specifies the operation type of cash registers, such as manual or electronic",text,No,0,,,,bi-22-4-3-1
Currency type,2610,"Identifies the type of currency handled by a product, such as coins or tokens",text,No,0,,,,bi-22-4-7
Housing material,2786,"Specifies the material used in the product's outer layer, e.g. stainless steel, wood",text,No,0,,,,hg-18-2-2
Shopping bag material,2950,"Specifies the type of material used in shopping bags, e.g. paper, biodegradable materials",text,No,0,,,,bi-22-5-4
Chemical grade,2611,"Indicates the quality and purity of chemicals, such as food or laboratory grade",text,No,0,,,,bi-23-3-4
Chemical purity,2612,"Indicates the level of purity in a chemical product, such as >90% or >95%",text,No,0,,,,bi-23-3-4
Autoclave sterilization method,2613,"Identifies the sterilization technique used in autoclaves, like steam or dry heat",text,No,0,,,,bi-23-4-1
Blending type,2614,"Identifies the method of blending used in laboratory equipment, such as continuous or batch",text,No,0,,,,bi-23-4-5
Laboratory freezer design,2615,"Describes the configuration of a lab freezer, such as upright or chest",text,No,0,,,,bi-23-4-6
Camera sensor type,1998,"Identifies the type of sensor in cameras or optics, e.g. CMOS, CCD",text,No,0,,,,co-2-7-7
Eyepiece/Adapter material,2946,"Identifies the material used in microscope eyepieces or adapters, like glass or metal",text,No,0,,,,bi-23-4-10-2-4
Magnification,2616,"Specifies the magnifying power of a product, such as 1x or 100x",text,No,0,,,,el-4-8-4-1-1
Maximum magnification,2617,"Indicates the highest enlargement factor a microscope can achieve, such as 10x or 100x",text,No,0,,,,bi-23-4-11-4
Minimum magnification,2618,"Indicates the lowest magnification level of a microscope lens, such as 1x or 0.5x",text,No,0,,,,bi-23-4-10-3-3
Field flatness,3301,"Indicates the flatness of the field in microscope lenses, e.g. super plan, semi-plan",text,No,0,,,,bi-23-4-10-3-3
Bulb type,1333,"Specifies the type of bulb used in lighting products, e.g. LED, halogen",text,No,0,,,,hg-13-11
Microscope slide material,2957,"Specifies the type of material used in microscope slides, such as glass or plastic",text,No,0,,,,bi-23-4-10-5-4
Illumination technique,2620,"Identifies the lighting method used in microscopes, such as brightfield or darkfield",text,No,0,,,,bi-23-4-11-4
Microscope features,2988,"Highlights unique aspects of microscopes, such as portability or memory function",text,No,0,,,,bi-23-4-11-4
Preservation type,2621,"Identifies the method used to preserve laboratory specimens, like fixed or dried",text,No,0,,,,bi-23-5
Display sign design,2622,"Identifies the type of information a sign conveys, like restroom, sale, or exit",text,No,0,,,,bi-24-3-2
Emergency/Safety sign design,2623,"Identifies the type of safety or emergency message on a sign, like fire exit or guard dog",text,No,0,,,,bi-24-12
Lighting options,3056,"Specifies the illumination type for signage, such as illuminated or non-illuminated",text,No,0,,,,bi-24-4
Facility sign design,2625,"Describes the specific area or room the sign is intended for, like kitchen or office",text,No,0,,,,bi-24-5
Open/Closed sign design,2626,"Specifies the style of an open/closed sign, e.g. opening hours, custom",text,No,0,,,,bi-24-6
Parking sign design,2627,"Identifies the purpose of a parking sign, e.g. loading zone, reserved parking",text,No,0,,,,bi-24-7
Policy sign design,2628,"Describes the specific message displayed on a policy sign, e.g. no smoking, no cell phones",text,No,0,,,,bi-24-8
Retail/Sale sign design,2629,"Indicates the type of message on retail or sale signs, e.g. sale, special offer",text,No,0,,,,bi-24-13
Road sign design,2630,"Identifies the type of information displayed on a road sign, e.g. stop, speed limit",text,No,0,,,,bi-24-10
Warning category,2631,"Classifies the category of security or safety signs, e.g. prohibition, warning",text,No,0,,,,bi-24-12
Bullet protection level,2632,"Indicates the level of bullet protection in vests, e.g. IIA, IV",text,No,0,,,,bi-25-1
Filtration class,2633,"Classifies the filtration level of respirator accessories, such as FFP1 or B3",text,No,0,,,,bi-25-7-1
Hardhat class,2634,"Identifies the safety classification of hardhats, e.g. C (conductive), E (electrical);",text,No,0,,,,bi-25-3
Protection type,2635,"Identifies the level of protection offered by safety gear, like Type I or Type II",text,No,0,,,,bi-25-3
Hazmat suit design,2636,"Describes the style of hazardous material suits, such as coverall or encapsulated",text,No,0,,,,bi-25-4
Protective mask design,3302,"Specifies the design of protective masks, such as full face or half mask",text,No,0,,,,bi-25-7-4
Protective mask features,3058,"Details the unique features of protective masks, such as adjustable strap or valved",text,No,0,,,,bi-25-7-4
Dust mask type,2638,"Specifies the form factor of protective dust masks, like cup or flat fold",text,No,0,,,,bi-25-7-1
Helmet shade design,2639,"Describes the type of shade mechanism in welding helmets, like fixed or auto-darkening",text,No,0,,,,bi-25-10
Viewing area height,2640,"Specifies the height of the viewing area in products like welding helmets, e.g. medium, large",text,No,0,,,,bi-25-10
Viewing area width,2641,"Specifies the width of the viewing area in products like welding helmets, e.g. medium, large",text,No,0,,,,bi-25-10
Welding helmet features,3059,"Identifies special features of welding helmets, e.g. true color, grinding mode",text,No,0,,,,bi-25-10
Cable housing material,2908,"Identifies the material used for the cable housing, such as nylon or PVC",text,No,0,,,,co-1-1-3
Camera lens material,2957,"Specifies the composition of camera or video camera lenses, such as glass or plastic",text,No,0,,,,co-1-2-3
Camera lens type,1979,"Identifies the type of camera lens, such as macro or telephoto",text,No,0,,,,el-4-8-4-1-1
Suitable for camera type,1980,"Identifies the camera models the product is compatible with, such as SLR or camcorder",text,No,0,,,,co-1-2-3
Focus adjustment,1981,"Specifies how a camera adjusts its focus, e.g. auto, manual",text,No,0,,,,co-2-2-9
Focus type,1982,"Identifies the method of focus in cameras, such as TTL or TTL-CT-SIR",text,No,0,,,,co-2-2-9
Carrying type,1984,"Describes the method of carrying a product, such as hand carry or shoulder strap",text,No,0,,,,co-1-3-2
Lens storage type,3303,"Describes the type of storage for camera lenses, like lens case or lens pouch",text,No,0,,,,co-1-3-2
Lens cap compatible device,1985,"Specifies the equipment compatible with lens caps, such as monocular or digital camera",text,No,0,,,,co-1-3-3
Converter functionality,1986,"Identifies the specific function of lens converters, such as speed booster or wide angle",text,No,0,,,,co-1-3-4
Lens filter effects,1987,"Describes the specific effects a lens filter provides, like color correction or macro",text,No,0,,,,co-1-3-5
Lens filter type,1988,"Specifies the filter category for camera lenses, e.g. gradient, neutral density",text,No,0,,,,co-1-3-5
Color saturation,1989,"Indicates the intensity of color in camera film, e.g. high, low",text,No,0,,,,co-1-4-5-6
Contrast,1990,"Used to specify the level of contrast in camera film, e.g. normal or high",text,No,0,,,,co-1-4-5-6
Film format,1991,"Specifies the type of film used in cameras, such as 35mm or Instax mini",text,No,0,,,,co-2-4-2
Grain,1992,"Indicates the level of graininess in camera film, for example high or fine",text,No,0,,,,co-1-4-5-6
Flash modes,1993,"Identifies the different settings for a camera's flash, such as auto or manual",text,No,0,,,,co-2-2-9
Flash type,1994,"Identifies the type of flash used in cameras, such as ring or macro",text,No,0,,,,co-1-4-7
Camera mounting type,1995,"Specifies the method of camera attachment, e.g. tripod, clip-on",text,No,0,,,,el-4-8-4-1-4
Focus device type,1996,"Identifies the type of focus device used in cameras, e.g. focus assist tool, focus crank",text,No,0,,,,co-1-4-8
Camera gear type,1997,"Identifies the specific type of camera gear, such as camera drive or follow focus",text,No,0,,,,co-1-4-9
Image sensor size,1999,"Indicates the size of the image sensor in cameras, such as 1/1.7 or full frame",text,No,0,,,,co-2-2-9
Camera control type,2000,"Specifies the type of camera remote control, e.g. remote switch, shutter release",text,No,0,,,,co-1-4-13
Remote technology,2001,"Identifies the technology used in camera remote controls, such as Bluetooth or tethered",text,No,0,,,,tg-5-15-9
Camera button/knob type,2002,"Identifies the button or knob on a camera, e.g. shutter release button, mode dial knob",text,No,0,,,,co-1-4-14
Screen/Display design,2003,"Specifies the design features of a product's screen, typically for cameras; e.g. viewfinder",text,No,0,,,,co-1-4-15
Silencer/Blimp type,2004,"Specifies the kind of soundproofing device for cameras, such as lens blimp",text,No,0,,,,co-1-4-16
Suitable for camera/optics device,2005,"Identifies the specific camera or optics device the product is compatible with, e.g. digital camera, selfie stick",text,No,0,,,,co-1-4-18-8
Camera attachment,2006,"Specifies the camera part or accessory, such as an angle viewfinder or eyepiece adapter",text,No,0,,,,co-1-4-19
Monitor type,2007,"Specifies the type of on-camera monitor, e.g. touchscreen, HDR",text,No,0,,,,co-1-4-21
Light design,2008,"Describes the type of light design in camera accessories, such as LED or ring",text,No,0,,,,el-4-8-4-1-2
Tripod/Monopod attachment type,3060,"Specifies the connection type for tripod or monopod accessories, such as 3/8 or universal",text,No,0,,,,co-1-6-2
Tripod/Monopod head type,2009,"Specifies the mechanism of tripod/monopod heads, like geared or gimbal",text,No,0,,,,co-1-6-2
Collar/Mount compatible device,2011,"Specifies the compatible device for tripod collars or mounts, e.g. lens, camera",text,No,0,,,,co-1-6-3
Collar/Mount design,2012,"Describes the design of tripod collars or mounts, such as quick release or ring",text,No,0,,,,co-1-6-3
Tripod handle type,3061,"Specifies the functionality of tripod handles, e.g. multi-function, pistol grip",text,No,0,,,,co-1-6-4
Spreader type,2014,"Specifies the category of tripod spreader, such as on-ground or mid-level",text,No,0,,,,co-1-6-5
Feet type,1851,"Specifies the type of feet on electronic accessories, typically selfie sticks; e.g. retractable",text,No,0,,,,el-4-8-4-1-4
